timestamp,sensor_1,sensor_2,sensor_3,anomaly_flag
2024-01-01 00:00:00,0.024835707650561634,-0.05084752416265307,-0.017593247678995033,0
2024-01-01 00:00:01,0.013185451634773845,-0.01552883506676249,-0.016280202502839874,0
2024-01-01 00:00:02,0.07257376109166878,0.08013717633926207,0.07352187791740233,0
2024-01-01 00:00:03,0.13641549929984587,0.082699827031187,0.04554404337849868,0
2024-01-01 00:00:04,0.0686070252330059,0.013048874917450132,0.029603124574406857,0
2024-01-01 00:00:05,0.08862656879936913,0.1365746167134227,0.17430092531046715,0
2024-01-01 00:00:06,0.19927284806428894,0.12195161580991896,0.09140357888176162,0
2024-01-01 00:00:07,0.17861485110188194,0.1971011764471537,0.19079939776312077,0
2024-01-01 00:00:08,0.13664448731749837,0.2310176807526409,0.12960999664117887,0
2024-01-01 00:00:09,0.20705757560512242,0.09949587052109797,0.21929085736998466,0
2024-01-01 00:00:10,0.1764984461544381,0.2379008488610472,0.18349345375764853,0
2024-01-01 00:00:11,0.19604313540235646,0.3010702192887905,0.1673484563307191,0
2024-01-01 00:00:12,0.25100074000543626,0.24938507638518562,0.2964853228023981,0
2024-01-01 00:00:13,0.16271653965926525,0.29279140451152225,0.2230061430231115,0
2024-01-01 00:00:14,0.19150975693846212,0.2890041406613918,0.2832339845864022,0
2024-01-01 00:00:15,0.26890583019929093,0.34599144385776903,0.2320547727555629,0
2024-01-01 00:00:16,0.26552500459939654,0.3353410638308802,0.24726069087848326,0
2024-01-01 00:00:17,0.3508994587705781,0.23406847378930998,0.41210883371283563,0
2024-01-01 00:00:18,0.3086730294990294,0.3480141299063435,0.3610636710092801,0
2024-01-01 00:00:19,0.30220528434621813,0.3635298587607544,0.3675317099185668,0
2024-01-01 00:00:20,0.4647007807547282,0.42710755754073904,0.3702856695366642,0
2024-01-01 00:00:21,0.39857163803524337,0.46870277019781725,0.370959100938493,0
2024-01-01 00:00:22,0.43151587530039576,0.41675595766595486,0.45729062874468285,0
2024-01-01 00:00:23,0.37501069765484696,0.38500429763857674,0.5172682283820574,0
2024-01-01 00:00:24,0.4369600393152237,0.4794899595305504,0.5050556337845552,0
2024-01-01 00:00:25,0.48747166808969633,0.44312812946546315,0.5124598393374936,0
2024-01-01 00:00:26,0.4419304589726216,0.46917708609730374,0.4837866220997638,0
2024-01-01 00:00:27,0.5356208925703967,0.6359405856149019,0.5485862154803215,0
